SectionSource;SectionTarget;Session;Source;Student;Target
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;e8eb9e604843f41d40ddab74bcf8b9f8;Video;e244;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;e8eb9e604843f41d40ddab74bcf8b9f8;Video;e244;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;e8eb9e604843f41d40ddab74bcf8b9f8;Video;e244;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;e8eb9e604843f41d40ddab74bcf8b9f8;Video;e244;Video
5b849ceb504146e9b2e8a9261f6e1537;1d7d5a6b311445069d3cfc4dd0821b98;57a80f075184383d678c079190975444;Other;e240;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;57a80f075184383d678c079190975444;Video;e240;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;57a80f075184383d678c079190975444;Video;e240;Video
1d7d5a6b311445069d3cfc4dd0821b98;;57a80f075184383d678c079190975444;Video;e240;Other
;1d7d5a6b311445069d3cfc4dd0821b98;aade98a8927281dff91c240c6a68d959;Other;e240;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;497fefa01634ef606b93fadad0cc3d4a;Quiz;e240;Other
df13b37d70964faf88cfb44b7a36ac55;1d7d5a6b311445069d3cfc4dd0821b98;fca0a38989c5b1b5f7ef374d40be325b;Other;e409;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;fca0a38989c5b1b5f7ef374d40be325b;Video;e409;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;fca0a38989c5b1b5f7ef374d40be325b;Video;e409;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;fca0a38989c5b1b5f7ef374d40be325b;Video;e409;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;fca0a38989c5b1b5f7ef374d40be325b;Video;e409;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;fca0a38989c5b1b5f7ef374d40be325b;Video;e409;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;fca0a38989c5b1b5f7ef374d40be325b;Video;e409;Video
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;fca0a38989c5b1b5f7ef374d40be325b;Video;e409;Other
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;8336f05cddb35ca53ec63c78379bd3a3;Quiz;e242;Other
